rebalanced_slabs,n_rebalanced_slabs,miss_ratio,throughput,n_alloc_failures,trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,monitor_interval,uuid,download_path,compulsory_miss_ratio_req,max_req_size,min_obj_size,wss,purpose,max_obj_size,number_of_req_GiB,cpu_requirement,memory_requirement,file_name,frequency_mean,min_req_size,number_of_obj_GiB,number_of_objects,qps,num_slab_classes,compulsory_miss_ratio_byte,trace_file,category,time_span,thresholdMD,minAllocSize,mhMinDiffRatio,thresholdAD,lruRefreshSec,mhMinDiff,countColdTailHitsOnly,maxAllocSize,mhMovingAverageParam,rebalanceDiffRatio,emrLow,cacheSizeMB,rebalanceStrategy,minRequestsObserved,lru2qHotPct,moveOnSlabRelease,mhOnlyUpdateHitIfRebalance,allocFactor,rebalanceOnRecordAccess,lamaMinThreshold,thresholdMI,maxDecayInterval,poolRebalanceIntervalSec,poolResizeIntervalSec,lru2qColdPct,thresholdAI,emrHigh,numThreads,onlySetIfMiss,timestampFactor,traceFileName,enableLookaside,compressed,numOps,prepopulateCache,generator,zstdTrace,useTraceTimer,ignoreLargeReq,replayGeneratorConfig,repeatTraceReplay,repeatOpCount,base_dir,miss_ratio_reduction_from_disabled,miss_ratio_percent_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,miss_ratio_percent_reduction_from_lru_disabled,tuned_improvement,tuned_percent_improvement
0,0,0.1153533616359514,724482.7814164372,0,meta_202210_kv,1482478166,0.005,4,110,free-mem,LRU2Q,,50000,meta_202210_kv-46a95f5d579c38d36210e76e4c2101b1,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,True,4194304,,,,444,free-mem,,30.0,False,,1.25,True,,,,1,0,30.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.0,0.0,0.00823981039326821,0.0666688155824674,,
5923,5923,0.11484580070368469,429891.7565933863,0,meta_202210_kv,1482478166,0.005,4,110,tail-age,LRU2Q,,50000,meta_202210_kv-1f756549eee5102d4ba2e3b33fb9224a,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,True,4194304,,0.25,,444,tail-age,,30.0,False,,1.25,True,,,,1,0,30.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.0005075609322667124,0.0044000532370139815,0.008747371325534922,0.07077552248166985,,
8590,8590,0.08083269538014902,933668.4987356763,0,meta_202210_kv,1482478166,0.005,4,110,hits,LRU2Q,,50000,meta_202210_kv-f03831f9318dc504751a2dedbfea5771,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,True,4194304,,0.1,,444,hits,,30.0,False,,1.25,True,,,,1,0,30.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.034520666255802385,0.29926016690131346,0.042760476649070595,0.3459776616054588,,
0,0,0.1153533616359514,898363.272733637,0,meta_202210_kv,1482478166,0.005,4,110,disabled,LRU2Q,,50000,meta_202210_kv-291d3a84cf88fc6f7ee41e0e5bc4358b,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,True,4194304,,,,444,disabled,,30.0,False,,1.25,True,,,,1,0,30.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.0,0.0,0.00823981039326821,0.0666688155824674,,
258,258,0.06571309529829528,788751.8182305547,0,meta_202210_kv,1482478166,0.005,4,110,marginal-hits-tuned,LRU2Q,cold,50000,meta_202210_kv-1d6d72d6e14c42b0dd32c0fb737f6daa,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,True,72,0.0,False,0,2.0,True,4194304,0.3,,0.5,444,marginal-hits-new,50000.0,30.0,False,True,1.25,True,,False,50000.0,1,0,30.0,True,0.95,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.04964026633765613,0.4303322038790509,0.05788007673092434,0.46831128112190906,0.02362543665280531,0.26444845395194855
29137,29137,0.08933853195110059,866162.4335680318,0,meta_202210_kv,1482478166,0.005,4,110,marginal-hits,LRU2Q,cold,50000,meta_202210_kv-2ce1a67c091b4b73bb8fc4610b0c601e,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,True,4194304,0.3,,,444,marginal-hits-old,,30.0,False,,1.25,True,,,,1,0,30.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.026014829684850818,0.22552294372618398,0.03425464007811903,0.2771564117637552,,
210,210,0.07384867818687321,604982.921965343,0,meta_202210_kv,1482478166,0.005,4,110,marginal-hits-tuned,TINYLFU,,50000,meta_202210_kv-5fec4ee3710ee7d6b97c269ad20d79e4,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,True,72,0.0,False,0,2.0,,4194304,0.3,,0.5,444,marginal-hits-new,50000.0,,False,True,1.25,,,False,50000.0,1,0,,True,0.95,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.04902932782889971,0.3990081660554142,0.0497444938423464,0.40248577672709884,0.008307506499896741,0.1011184554342449
29614,29614,0.08215618468676995,607957.9770132924,0,meta_202210_kv,1482478166,0.005,4,110,marginal-hits,TINYLFU,,50000,meta_202210_kv-1233a026d94b5a5c92eba1474f259d6b,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,0.3,,,444,marginal-hits-old,,,False,,1.25,,,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.04072182132900297,0.3314004080093537,0.04143698734244966,0.3352692277584171,,
1473,1276,0.08012435442506206,44987.6183001242,260726,meta_202210_kv,1482478166,0.005,4,110,lama,TINYLFU,,1000000,meta_202210_kv-4230578d3bcdaca6ac3cac202140a0d9,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,,,444,lama,,,False,,1.25,,1e-05,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.04275365159071086,0.34793575332938664,0.04346881760415755,0.3517088920889639,,
256,256,0.08991192049704697,723781.2832570557,0,meta_202210_kv,1482478166,0.005,4,110,eviction-rate,TINYLFU,,50000,meta_202210_kv-3de33df1112cae455748a2914cd18f45,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,0.1,,444,eviction-rate,,,False,,1.25,,,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.03296608551872596,0.268283044196651,0.03368125153217265,0.27251708957036724,,
0,0,0.12287800601577292,692005.7159006495,0,meta_202210_kv,1482478166,0.005,4,110,free-mem,TINYLFU,,50000,meta_202210_kv-bb243c1211f061519ce4fdfe09be3a86,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,,,444,free-mem,,,False,,1.25,,,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.0,0.0,0.0007151660134466914,0.005786452452871858,,
18329,18329,0.12775074219878932,523701.8968495562,0,meta_202210_kv,1482478166,0.005,4,110,tail-age,TINYLFU,,50000,meta_202210_kv-0d0f76c34171147c0f795362400997ee,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,0.25,,444,tail-age,,,False,,1.25,,,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,-0.004872736183016396,-0.03965507205895675,-0.004157570169569705,-0.03363915741710053,,
8326,8326,0.08089363995395261,772201.6492137812,0,meta_202210_kv,1482478166,0.005,4,110,hits,TINYLFU,,50000,meta_202210_kv-4d65e085bb119727cf58a0c5af8a59b8,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,0.1,,444,hits,,,False,,1.25,,,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.04198436606182031,0.34167519007780034,0.042699532075267,0.34548455528896105,,
0,0,0.12287800601577292,746078.6386445842,0,meta_202210_kv,1482478166,0.005,4,110,disabled,TINYLFU,,50000,meta_202210_kv-df531fddbc092527f0a050c787e21921,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,666.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,,,444,disabled,,,False,,1.25,,,,,1,0,,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.0,0.0,0.0007151660134466914,0.005786452452871858,,
441,53,0.07383354474307988,74194.77321809149,0,meta_202210_kv,1482478166,0.01,4,220,lama,LRU,,1000000,meta_202210_kv-e69ddd7e4c9c5b92e5db2d0fa3eff2c0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,1326.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,,,884,lama,,100.0,False,,1.25,True,1e-05,,,1,0,0.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.026116691556049537,0.2612969465913811,0.026116691556049537,0.2612969465913811,,
711,711,0.07173555768915116,801997.6717551171,0,meta_202210_kv,1482478166,0.01,4,220,eviction-rate,LRU,,50000,meta_202210_kv-f2c7ef47569a06b66cb50e746be7128b,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,0.0324,523288,60,85.63371957193017,efficiency,523340,809.1686,2.5,1326.0,metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,30.8791,8,83.3087,48009053,3430.6936,50,0.103,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,meta-kv,432122,,72,,,0,,,4194304,,0.1,,884,eviction-rate,,100.0,False,,1.25,True,,,,1,0,0.0,,,1,False,1,/mntData2/data/oracleReuse/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,True,True,1482478166,True,oracle-general-replay,True,True,True,{'ampFactor': 1},False,True,work_dir_meta,0.028214678609978255,0.2822872626887828,0.028214678609978255,0.2822872626887828,,
