trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalanceDiffRatio,mhMinDiff,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,mhMovingAverageParam,mhMinDiff,thresholdAIADStep,emrLow,emrHigh,footprintBufferSize,base_dir,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
meta_202210_kv,1482478166,0.004,4,88,,,disabled,LRU2Q,,474291.6572086762,0,0.11958399257800603,0,50000,0,meta_202210_kv-b551f6d3798e4534b38e4b8564a2fe6c,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.00853516718842523,
meta_202210_kv,1482478166,0.004,4,88,0.1,,hits,LRU2Q,,437918.64330298477,5723,0.08502787217440881,5723,50000,0,meta_202210_kv-75d59a4714b271ef69e46c59826dd3d1,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03455612040359722,0.04309128759202245,
meta_202210_kv,1482478166,0.004,4,88,0.25,,tail-age,LRU2Q,,204947.0451796736,0,0.12835094867764818,8324,50000,0,meta_202210_kv-2cb8ff7a7eac19965d4593cb3289ad63,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,-0.008766956099642148,-0.00023178891121691803,
meta_202210_kv,1482478166,0.004,4,88,,,marginal-hits,LRU2Q,cold,446923.1535956575,27989,0.09705838460220534,27989,50000,0,meta_202210_kv-a20791ad9cb5c01abf8c69ff7c0ec8f2,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.022525607975800693,0.031060775164225923,
meta_202210_kv,1482478166,0.004,4,88,0.1,,eviction-rate,LRU2Q,,433873.2476896705,170,0.08501134781636979,170,50000,0,meta_202210_kv-e37d1d8684c23642f4e8a717b947753c,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03457264476163624,0.04310781195006147,
meta_202210_kv,1482478166,0.004,4,88,0.1,,eviction-rate,LRU2Q,,432838.5414164037,170,0.08501134781636979,170,50000,0,meta_202210_kv-b7ea6287346b4d68d39cd14d19b538a2,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03457264476163624,0.04310781195006147,
meta_202210_kv,1482478166,0.004,4,88,,,disabled,LRU2Q,,448122.0795285934,0,0.11958399257800603,0,50000,0,meta_202210_kv-e3427abbb9ac5dea7e02999516ddf6f3,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.00853516718842523,
meta_202210_kv,1482478166,0.004,4,88,,,marginal-hits,LRU2Q,cold,473102.7236457245,27989,0.09705838460220534,27989,50000,0,meta_202210_kv-879f3d50bc6d68c35152e852dd0b7463,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.022525607975800693,0.031060775164225923,
meta_202210_kv,1482478166,0.004,4,88,,2.0,marginal-hits-tuned,LRU2Q,cold,658689.8091640973,182,0.07190142927204501,182,50000,0,meta_202210_kv-2868da82d564f7ec02abad088d8583b3,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04768256330596102,0.05621773049438625,0.025156955330160324
meta_202210_kv,1482478166,0.004,4,88,0.1,,hits,LRU2Q,,702250.0722076686,5723,0.08502787217440881,5723,50000,0,meta_202210_kv-f8215ba92785831102b3a681b58648d8,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03455612040359722,0.04309128759202245,
meta_202210_kv,1482478166,0.004,4,88,0.25,,tail-age,LRU2Q,,273049.3134958398,0,0.12835094867764818,8324,50000,0,meta_202210_kv-0cd712d307921ffad09e33ee984f920b,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,-0.008766956099642148,-0.00023178891121691803,
meta_202210_kv,1482478166,0.004,4,88,,2.0,marginal-hits-tuned,LRU2Q,cold,266010.82895465114,182,0.07190142927204501,182,50000,0,meta_202210_kv-0da3011d07196835a5acc2773a3cb0a1,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04768256330596102,0.05621773049438625,0.025156955330160324
meta_202210_kv,1482478166,0.004,4,88,,2.0,marginal-hits-tuned,TINYLFU,,569954.9265869925,186,0.08398455765182582,186,50000,0,meta_202210_kv-8955ead535ada76c9f8356b48ef6f911,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04328726821869429,0.044134602114605445,0.008117424779664512
meta_202210_kv,1482478166,0.004,4,88,0.1,,eviction-rate,TINYLFU,,419203.0814975801,178,0.09188615058496585,178,50000,0,meta_202210_kv-ce543571d76ac0b9e6be805a5fb1d2a1,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03538567528555425,0.03623300918146541,
meta_202210_kv,1482478166,0.004,4,88,,,disabled,TINYLFU,,547581.6998768118,0,0.1272718258705201,0,50000,0,meta_202210_kv-7e5de6c9c7d1ed70e5a7d22883efac8a,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.0008473338959111565,
meta_202210_kv,1482478166,0.004,4,88,,,marginal-hits,TINYLFU,,545872.4732107946,29624,0.09210198243149033,29624,50000,0,meta_202210_kv-ae4b21e19c1594b8d9f9854f5f0a1ccb,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03516984343902978,0.036017177334940934,
meta_202210_kv,1482478166,0.004,4,88,0.25,,tail-age,TINYLFU,,314069.662028828,16303,0.13502189212006244,16303,50000,0,meta_202210_kv-1fe44928fba62a4be59be2bf6466e141,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,-0.007750066249542331,-0.006902732353631175,
meta_202210_kv,1482478166,0.004,4,88,0.1,,hits,TINYLFU,,407610.05298054253,5461,0.0849055681808942,5461,50000,0,meta_202210_kv-5670056d9c42148b64f9518c3326e742,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0423662576896259,0.04321359158553706,
meta_202210_kv,1482478166,0.01,4,220,,,disabled,LRU,,537912.5770902775,0,0.09995023629912941,0,50000,0,meta_202210_kv-b706cf768ee0e0f95e702bdd7ab73575,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.0,
meta_202210_kv,1482478166,0.01,4,220,0.1,,hits,LRU,,414283.20791383035,12139,0.06298731754812233,12139,50000,0,meta_202210_kv-05deabe2f5bca657d8a146e61b9ef4b8,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03696291875100709,0.03696291875100709,
meta_202210_kv,1482478166,0.01,4,220,,2.0,marginal-hits-tuned,LRU,,649469.5140654298,351,0.058676089803537786,351,50000,0,meta_202210_kv-ad2e95a2cf020e2241ee505f2ce9e07a,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04127414649559163,0.04127414649559163,0.006274657673440563
meta_202210_kv,1482478166,0.01,4,220,0.25,,tail-age,LRU,,343853.06333292596,920,0.09594642488650318,920,50000,0,meta_202210_kv-359b03d2cfc3864533e3a8fd2d12c9fe,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.004003811412626235,0.004003811412626235,
meta_202210_kv,1482478166,0.01,4,220,0.1,,eviction-rate,LRU,,275285.0895335176,711,0.07173555768915116,711,50000,0,meta_202210_kv-ee4fe3a2972aff7737a177712923d21c,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.028214678609978255,0.028214678609978255,
meta_202210_kv,1482478166,0.01,4,220,,,marginal-hits,LRU,,430076.56044314743,29559,0.06495074747697835,29559,50000,0,meta_202210_kv-07d3209dfb129b017c3401c0f2d0ce8f,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.034999488822151065,0.034999488822151065,
meta_202210_kv,1482478166,0.01,4,220,,,lama,LRU,,14491.08162311263,441,0.07383354474307988,53,1000000,0,meta_202210_kv-58e4013081c8d6930f564e165b93328c,,,,,,,/proj/latencymodel-PG0/hongshu/paper-exp/lama/work_dir_lama_full,0.026116691556049537,0.026116691556049537,
meta_202210_kv,1482478166,0.01,4,220,,,lama,LRU,,80579.6778964336,441,0.07383354474307988,53,1000000,0,meta_202210_kv-bc22285017115b5b70a6a2c08c45d62c,,,,,,,/proj/latencymodel-PG0/hongshu/paper-exp/lama_new/work_dir_meta_thesis,0.026116691556049537,0.026116691556049537,
meta_202210_kv,1482478166,0.01,4,220,,,lama,LRU,,41051.59433022561,390,0.06490750974068646,71,1000000,0,meta_202210_kv-567e65c14ffe6d2d070129daa0baa1ef,,,,,,40000000.0,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_lama_window,0.035042726558442955,0.035042726558442955,
meta_202210_kv,1482478166,0.01,4,220,,,lama,LRU,,11964.163584931192,969,0.06019448181201746,659,1000000,41801,meta_202210_kv-71761cca5aab444eba40f3f44469107f,,,,,,80000000.0,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_lama_window,0.03975575448711195,0.03975575448711195,
meta_202210_kv,1482478166,0.01,4,220,,,marginal-hits,LRU2Q,cold,626414.9842933144,29546,0.06650917312734304,29546,50000,0,meta_202210_kv-494ca9315b26e6b278f469a1de2e3ab1,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.02718526446075159,0.03344106317178637,
meta_202210_kv,1482478166,0.01,4,220,0.1,,hits,LRU2Q,,443540.13714276184,11348,0.06275895600610147,11348,50000,0,meta_202210_kv-2c6559cb2aa4b92fcc2130023b79b052,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.030935481581993163,0.03719128029302794,
meta_202210_kv,1482478166,0.01,4,220,0.1,,eviction-rate,LRU2Q,,643496.6766560958,711,0.06871595976004412,711,50000,0,meta_202210_kv-f651644f02c3d9cd07016c93b8f25863,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.024978477828050516,0.031234276539085296,
meta_202210_kv,1482478166,0.01,4,220,,2.0,marginal-hits-tuned,LRU2Q,cold,433618.04903683456,448,0.051600046971619275,448,50000,0,meta_202210_kv-ee39df6f85914e8c6f9a9cac79b73385,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04209439061647536,0.04835018932751014,0.014909126155723769
meta_202210_kv,1482478166,0.01,4,220,0.1,,hits,LRU2Q,,621286.3510586655,11348,0.06275895600610147,11348,50000,0,meta_202210_kv-7bbf9035c3747cdf2efe0cb40fdf933a,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.030935481581993163,0.03719128029302794,
meta_202210_kv,1482478166,0.01,4,220,,2.0,marginal-hits-tuned,LRU2Q,cold,443046.87772464036,448,0.051600046971619275,448,50000,0,meta_202210_kv-801e33b4dc87d626bd897f6b41433f5f,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04209439061647536,0.04835018932751014,0.014909126155723769
meta_202210_kv,1482478166,0.01,4,220,0.25,,tail-age,LRU2Q,,234032.46907654117,0,0.09251366809000275,2674,50000,0,meta_202210_kv-45949264291e50978befe544aeb5a03b,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0011807694980918854,0.007436568209126665,
meta_202210_kv,1482478166,0.01,4,220,,,disabled,LRU2Q,,482454.5188813288,0,0.09369443758809463,0,50000,0,meta_202210_kv-ff1e2b07b2b66cf7c2415f8b2528405c,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.00625579871103478,
meta_202210_kv,1482478166,0.01,4,220,,,marginal-hits,LRU2Q,cold,636697.7818809916,29546,0.06650917312734304,29546,50000,0,meta_202210_kv-32a78b21bce7e37f07e97452edce3339,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.02718526446075159,0.03344106317178637,
meta_202210_kv,1482478166,0.01,4,220,0.25,,tail-age,LRU2Q,,234732.89197640456,0,0.09251366809000275,2674,50000,0,meta_202210_kv-fd942e4bfa0b179a6b193f2e6a119a46,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0011807694980918854,0.007436568209126665,
meta_202210_kv,1482478166,0.01,4,220,,,disabled,LRU2Q,,456899.28577087773,0,0.09369443758809463,0,50000,0,meta_202210_kv-95e1bc0832f9cadd06548d5e0014eab8,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.00625579871103478,
meta_202210_kv,1482478166,0.01,4,220,0.1,,eviction-rate,LRU2Q,,399729.59409384994,711,0.06871595976004412,711,50000,0,meta_202210_kv-574b4ff6c4cab4b9478fe86584ea0652,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.024978477828050516,0.031234276539085296,
meta_202210_kv,1482478166,0.01,4,220,0.25,,tail-age,TINYLFU,,259402.18063735202,21636,0.10681427465961074,21636,50000,0,meta_202210_kv-3fee32fd806941c45b231d3c90e44ddf,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,-0.006736131586304928,-0.006864038360481328,
meta_202210_kv,1482478166,0.01,4,220,,2.0,marginal-hits-tuned,TINYLFU,,433740.7802989369,358,0.058592905441819505,358,50000,0,meta_202210_kv-1cafff7b4915b258057c46545cd12aee,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.04148523763148631,0.04135733085730991,0.006592716995199234
meta_202210_kv,1482478166,0.01,4,220,,,disabled,TINYLFU,,395763.80218522844,0,0.10007814307330581,0,50000,0,meta_202210_kv-ee17613eebf86b94baa214b29566ce70,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,-0.00012790677417640062,
meta_202210_kv,1482478166,0.01,4,220,,,marginal-hits,TINYLFU,,435775.55541664315,29559,0.06518562243701874,29559,50000,0,meta_202210_kv-c15babfa5d70ca974b18443300d2fb13,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.034892520636287075,0.034764613862110674,
meta_202210_kv,1482478166,0.01,4,220,0.1,,hits,TINYLFU,,436400.0545499363,11872,0.0629409465447736,11872,50000,0,meta_202210_kv-bfdab30475daf49fd5cfa8ad7624f9a1,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.037137196528532215,0.037009289754355815,
meta_202210_kv,1482478166,0.01,4,220,0.1,,eviction-rate,TINYLFU,,353099.5179423458,711,0.07380310989349168,711,50000,0,meta_202210_kv-dc275ca048444ec7503c869b9c249eff,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.02627503317981414,0.02614712640563774,
meta_202210_kv,1482478166,0.02,4,439,0.1,,eviction-rate,LRU,,266379.23315323045,1744,0.05073093872466517,1744,50000,0,meta_202210_kv-d7758242cc94fc56a8434e8a171703eb,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.030657395867508506,0.030657395867508506,
meta_202210_kv,1482478166,0.02,4,439,,,marginal-hits,LRU,,394706.29305988445,29425,0.04838350111660262,29425,50000,0,meta_202210_kv-1c7324e6db089ec64450d2e7e2c557a0,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03300483347557106,0.03300483347557106,
meta_202210_kv,1482478166,0.02,4,439,,2.0,marginal-hits-tuned,LRU,,452018.0319854477,606,0.04273908476571789,606,50000,0,meta_202210_kv-edfe2ae90e00022a89e4e062b0ccc7cd,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03864924982645579,0.03864924982645579,0.00564441635088473
meta_202210_kv,1482478166,0.02,4,439,,,disabled,LRU,,520232.1817235508,0,0.08138833459217368,0,50000,0,meta_202210_kv-142d8caaf8825433154d1a251dc3d3b9,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.0,
meta_202210_kv,1482478166,0.02,4,439,0.1,,hits,LRU,,636503.0543949677,8766,0.046671022607155215,8766,50000,0,meta_202210_kv-7d08b42fa1162438add537a6d0e0f673,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03471731198501846,0.03471731198501846,
meta_202210_kv,1482478166,0.02,4,439,0.25,,tail-age,LRU,,238302.35375714008,1336,0.07867658875186428,1336,50000,0,meta_202210_kv-c507a816e6370ed6de46823c72889da0,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.002711745840309393,0.002711745840309393,
meta_202210_kv,1482478166,0.02,4,439,,,lama,LRU,,76414.37186203177,922,0.07088046786113679,27,1000000,0,meta_202210_kv-978a10e531f4f9d622fdbaa0eaeb9100,,,,,,,/proj/latencymodel-PG0/hongshu/paper-exp/lama_new/work_dir_meta_thesis,0.010507866731036888,0.010507866731036888,
meta_202210_kv,1482478166,0.02,4,439,,,lama,LRU,,41173.01275125566,810,0.0632384814495811,43,1000000,0,meta_202210_kv-f2d6fce513cafadd6f343895732c6b4f,,,,,,40000000.0,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_lama_window,0.018149853142592584,0.018149853142592584,
meta_202210_kv,1482478166,0.02,4,439,,,lama,LRU,,20533.68956386452,685,0.056159905696715674,59,1000000,0,meta_202210_kv-a95bddbc740afc4470c81ca9338f8b90,,,,,,80000000.0,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_lama_window,0.025228428895458004,0.025228428895458004,
meta_202210_kv,1482478166,0.02,4,439,,,lama,LRU,,8251.543488481071,572,0.04791743354417808,63,1000000,0,meta_202210_kv-be136bab5dc91c4f0199f7a1033f0b00,,,,,,200000000.0,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_lama_window,0.0334709010479956,0.0334709010479956,
meta_202210_kv,1482478166,0.02,4,439,0.1,,hits,LRU2Q,,398766.2408086472,8804,0.046407675052396014,8804,50000,0,meta_202210_kv-bc00a01ce46fad2ec170fe2214a7f542,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03056576214020275,0.034980659539777664,
meta_202210_kv,1482478166,0.02,4,439,,2.0,marginal-hits-tuned,LRU2Q,cold,383151.2526660284,705,0.0398865031243907,705,50000,0,meta_202210_kv-8d3d3e7deca02a821b34e2606357dc76,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03708693406820806,0.041501831467782975,0.013627236112696992
meta_202210_kv,1482478166,0.02,4,439,,2.0,marginal-hits-tuned,LRU2Q,cold,366188.5706986697,705,0.0398865031243907,705,50000,0,meta_202210_kv-006e42ff30dc6db43096dea21836c585,0.3,2.0,2.0,0.5,0.95,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03708693406820806,0.041501831467782975,0.013627236112696992
meta_202210_kv,1482478166,0.02,4,439,,,marginal-hits,LRU2Q,cold,544644.9467223394,29425,0.053513739237087694,29425,50000,0,meta_202210_kv-94ede715b78281524de8ef1139b5023a,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.023459697955511068,0.027874595355085983,
meta_202210_kv,1482478166,0.02,4,439,0.25,,tail-age,LRU2Q,,262984.93176901,0,0.06946105134070488,494,50000,0,meta_202210_kv-c46e58384afec91e7ddd9fd2c33a3b17,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.007512385851893885,0.011927283251468801,
meta_202210_kv,1482478166,0.02,4,439,0.1,,hits,LRU2Q,,407241.78634849313,8804,0.046407675052396014,8804,50000,0,meta_202210_kv-17af5167c2ea758fdcc66849ba20643c,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.03056576214020275,0.034980659539777664,
meta_202210_kv,1482478166,0.02,4,439,,,disabled,LRU2Q,,703427.6215063763,0,0.07697343719259876,0,50000,0,meta_202210_kv-624abebcd4885e651935080d1235c41f,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.004414897399574916,
meta_202210_kv,1482478166,0.02,4,439,0.1,,eviction-rate,LRU2Q,,426743.69558476546,1688,0.04964755346015666,1688,50000,0,meta_202210_kv-a6caa34ace72d1065d2b093e45f6824a,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.027325883732442102,0.03174078113201702,
meta_202210_kv,1482478166,0.02,4,439,0.25,,tail-age,LRU2Q,,294176.6754431365,494,0.06946105134070488,494,50000,0,meta_202210_kv-fa57fbd52bde7727ea8d47459486af4c,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.007512385851893885,0.011927283251468801,
meta_202210_kv,1482478166,0.02,4,439,,,marginal-hits,LRU2Q,cold,530008.5345469019,29425,0.053513739237087694,29425,50000,0,meta_202210_kv-f415205a7c39b3374c3c4550f67802f9,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.023459697955511068,0.027874595355085983,
meta_202210_kv,1482478166,0.02,4,439,0.1,,eviction-rate,LRU2Q,,600003.5570282398,1688,0.04964755346015666,1688,50000,0,meta_202210_kv-61e8828a6ee9bd6556acc3171cbc9e54,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.027325883732442102,0.03174078113201702,
meta_202210_kv,1482478166,0.02,4,439,,,disabled,LRU2Q,,470581.6406789473,0,0.07697343719259876,0,50000,0,meta_202210_kv-7beb0a2c00d39442331f71bb389977ef,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0,0.004414897399574916,
meta_202210_kv,1482478166,0.02,4,439,,,marginal-hits,TINYLFU,,313219.7837367326,29425,0.048301259770459244,29425,50000,0,meta_202210_kv-06a41470731d74f1903370f508a413f0,0.3,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,0.0332872302147619,0.033087074821714434,
meta_202210_kv,1482478166,0.02,4,439,0.25,,tail-age,TINYLFU,,407016.21027627826,20293,0.08846617643878338,20293,50000,0,meta_202210_kv-b2835c0ece9d38a6ab3b757263989754,,,,,,,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_detailed_wsr,-0.006877686453562237,-0.0070778418466097,
